head,relation,tail
角色_夜行者,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,relation_朋友,角色_凤凰
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_凤凰,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,relation_朋友,角色_幻影猫
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_幻影猫,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,relation_领导,团队_圣剑
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
团队_圣剑,rdfsyntaxnstype,团队
角色_布莱恩·布拉多克,relation_属于,团队_圣剑
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
团队_圣剑,rdfsyntaxnstype,团队
角色_梅甘,relation_属于,团队_圣剑
角色_梅甘,rdfsyntaxnstype,角色
团队_圣剑,rdfsyntaxnstype,团队
角色_夜行者,relation_属于,团队_圣剑
角色_夜行者,rdfsyntaxnstype,角色
团队_圣剑,rdfsyntaxnstype,团队
角色_凤凰,relation_属于,团队_圣剑
角色_凤凰,rdfsyntaxnstype,角色
团队_圣剑,rdfsyntaxnstype,团队
角色_幻影猫,relation_属于,团队_圣剑
角色_幻影猫,rdfsyntaxnstype,角色
团队_圣剑,rdfsyntaxnstype,团队
角色_布莱恩·布拉多克,relation_配偶,角色_梅甘
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_梅甘,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,relation_去过,地点_异界
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
地点_异界,rdfsyntaxnstype,地点
角色_梅甘,relation_去过,地点_异界
角色_梅甘,rdfsyntaxnstype,角色
地点_异界,rdfsyntaxnstype,地点
角色_布莱恩·布拉多克,relation_来自,地点_英国
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
地点_英国,rdfsyntaxnstype,地点
角色_布莱恩·布拉多克,relation_后代,角色_詹姆斯·布拉多克
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_詹姆斯·布拉多克,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,relation_后代,角色_伊丽莎白·布拉多克
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_伊丽莎白·布拉多克,rdfsyntaxnstype,角色
角色_詹姆斯·布拉多克,relation_配偶,角色_伊丽莎白·布拉多克
角色_詹姆斯·布拉多克,rdfsyntaxnstype,角色
角色_伊丽莎白·布拉多克,rdfsyntaxnstype,角色
角色_詹姆斯·布拉多克,relation_师从,角色_梅林
角色_詹姆斯·布拉多克,rdfsyntaxnstype,角色
角色_梅林,rdfsyntaxnstype,角色
角色_梅林,relation_代号,称号_魔法师
角色_梅林,rdfsyntaxnstype,角色
称号_魔法师,rdfsyntaxnstype,称号
角色_梅林,relation_代号,称号_异界的管理者
角色_梅林,rdfsyntaxnstype,角色
称号_异界的管理者,rdfsyntaxnstype,称号
角色_詹姆斯·布拉多克,relation_来自,地点_异界
角色_詹姆斯·布拉多克,rdfsyntaxnstype,角色
地点_异界,rdfsyntaxnstype,地点
角色_詹姆斯·布拉多克,relation_去过,地点_异界
角色_詹姆斯·布拉多克,rdfsyntaxnstype,角色
地点_异界,rdfsyntaxnstype,地点
角色_詹姆斯·布拉多克,relation_去过,地点_地球
角色_詹姆斯·布拉多克,rdfsyntaxnstype,角色
地点_地球,rdfsyntaxnstype,地点
角色_布莱恩·布拉多克,relation_对抗,角色_智多星
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_智多星,rdfsyntaxnstype,角色
角色_詹姆斯·布拉多克,relation_发现,角色_智多星
角色_詹姆斯·布拉多克,rdfsyntaxnstype,角色
角色_智多星,rdfsyntaxnstype,角色
角色_智多星,relation_拥有,能力_人工智能系统
角色_智多星,rdfsyntaxnstype,角色
能力_人工智能系统,rdfsyntaxnstype,能力
角色_布莱恩·布拉多克,relation_属于,机构_达克摩尔研究所
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
机构_达克摩尔研究所,rdfsyntaxnstype,机构
角色_罗玛,relation_后代,角色_布莱恩·布拉多克
角色_罗玛,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_梅林,relation_持有,装备_神威之剑
角色_梅林,rdfsyntaxnstype,角色
装备_神威之剑,rdfsyntaxnstype,装备
角色_梅林,relation_持有,装备_权力之符
角色_梅林,rdfsyntaxnstype,角色
装备_权力之符,rdfsyntaxnstype,装备
角色_梅林,relation_持有,装备_星杖
角色_梅林,rdfsyntaxnstype,角色
装备_星杖,rdfsyntaxnstype,装备
角色_布莱恩·布拉多克,relation_拥有,能力_飞行的能力以及不可思议的力量
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
能力_飞行的能力以及不可思议的力量,rdfsyntaxnstype,能力
角色_布莱恩·布拉多克,relation_拥有,能力_和以英国为中心的多维宇宙矩阵连结，增强力量，耐力，感觉和反应速度
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
能力_和以英国为中心的多维宇宙矩阵连结，增强力量，耐力，感觉和反应速度,rdfsyntaxnstype,能力
角色_布莱恩·布拉多克,relation_领导,团队_英国队长军团
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
团队_英国队长军团,rdfsyntaxnstype,团队
角色_布莱恩·布拉多克,relation_属于,团队_英国队长军团
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
团队_英国队长军团,rdfsyntaxnstype,团队
角色_阿尔比昂,relation_领导,团队_英国队长军团
角色_阿尔比昂,rdfsyntaxnstype,角色
团队_英国队长军团,rdfsyntaxnstype,团队
角色_阿尔比昂,relation_属于,团队_英国队长军团
角色_阿尔比昂,rdfsyntaxnstype,角色
团队_英国队长军团,rdfsyntaxnstype,团队
角色_布莱恩·布拉多克,relation_属于,机构_欧洲防御行动组织
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
机构_欧洲防御行动组织,rdfsyntaxnstype,机构
角色_布莱恩·布拉多克,relation_出现,作品_《终极通牒》
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
作品_《终极通牒》,rdfsyntaxnstype,作品
角色_詹米·布拉多克,relation_代号,称号_英国队长
角色_詹米·布拉多克,rdfsyntaxnstype,角色
称号_英国队长,rdfsyntaxnstype,称号
角色_彼得·帕克,relation_后代,角色_梅·帕克
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_梅·帕克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_去过,地点_美国
角色_彼得·帕克,rdfsyntaxnstype,角色
地点_美国,rdfsyntaxnstype,地点
角色_梅·帕克,relation_去过,地点_美国
角色_梅·帕克,rdfsyntaxnstype,角色
地点_美国,rdfsyntaxnstype,地点
角色_彼得·帕克,relation_去过,地点_法拉盛草原
角色_彼得·帕克,rdfsyntaxnstype,角色
地点_法拉盛草原,rdfsyntaxnstype,地点
角色_托尼·斯塔克,relation_对抗,角色_伊万·凡科
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_伊万·凡科,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_拥有,能力_蜘蛛般的超人力量、速度、灵活性以及附着于墙壁之上的能力
角色_彼得·帕克,rdfsyntaxnstype,角色
能力_蜘蛛般的超人力量、速度、灵活性以及附着于墙壁之上的能力,rdfsyntaxnstype,能力
角色_彼得·帕克,relation_持有,装备_蛛网发射器
角色_彼得·帕克,rdfsyntaxnstype,角色
装备_蛛网发射器,rdfsyntaxnstype,装备
角色_彼得·帕克,relation_制造,装备_蛛网发射器
角色_彼得·帕克,rdfsyntaxnstype,角色
装备_蛛网发射器,rdfsyntaxnstype,装备
角色_彼得·帕克,relation_代号,称号_蜘蛛侠
角色_彼得·帕克,rdfsyntaxnstype,角色
称号_蜘蛛侠,rdfsyntaxnstype,称号
角色_托尼·斯塔克,relation_朋友,角色_彼得·帕克
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_哈皮·霍根,relation_朋友,角色_彼得·帕克
角色_哈皮·霍根,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_去过,地点_柏林
角色_彼得·帕克,rdfsyntaxnstype,角色
地点_柏林,rdfsyntaxnstype,地点
角色_哈皮·霍根,relation_去过,地点_柏林
角色_哈皮·霍根,rdfsyntaxnstype,角色
地点_柏林,rdfsyntaxnstype,地点
角色_托尼·斯塔克,relation_制造,装备_蜘蛛侠战衣
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_蜘蛛侠战衣,rdfsyntaxnstype,装备
角色_彼得·帕克,relation_持有,装备_蜘蛛侠战衣
角色_彼得·帕克,rdfsyntaxnstype,角色
装备_蜘蛛侠战衣,rdfsyntaxnstype,装备
角色_托尼·斯塔克,relation_对抗,角色_史蒂文·罗杰斯
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_对抗,角色_史蒂文·罗杰斯
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_出现,作品_《美国队长3》
角色_彼得·帕克,rdfsyntaxnstype,角色
作品_《美国队长3》,rdfsyntaxnstype,作品
角色_彼得·帕克,relation_出现,作品_《蜘蛛侠：英雄归来》
角色_彼得·帕克,rdfsyntaxnstype,角色
作品_《蜘蛛侠：英雄归来》,rdfsyntaxnstype,作品
角色_彼得·帕克,relation_出现,作品_《复仇者联盟3：无限战争》
角色_彼得·帕克,rdfsyntaxnstype,角色
作品_《复仇者联盟3：无限战争》,rdfsyntaxnstype,作品
角色_比尔·佛斯特,relation_从事,职业_量子科学家
角色_比尔·佛斯特,rdfsyntaxnstype,角色
职业_量子科学家,rdfsyntaxnstype,职业
角色_比尔·佛斯特,relation_朋友,角色_汉克·皮姆
角色_比尔·佛斯特,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_汉克·皮姆,relation_领导,计划_哥利亚计划
角色_汉克·皮姆,rdfsyntaxnstype,角色
计划_哥利亚计划,rdfsyntaxnstype,计划
角色_汉克·皮姆,relation_参与,计划_哥利亚计划
角色_汉克·皮姆,rdfsyntaxnstype,角色
计划_哥利亚计划,rdfsyntaxnstype,计划
角色_比尔·佛斯特,relation_参与,计划_哥利亚计划
角色_比尔·佛斯特,rdfsyntaxnstype,角色
计划_哥利亚计划,rdfsyntaxnstype,计划
角色_比尔·佛斯特,relation_收养,角色_艾娃·佛斯特
角色_比尔·佛斯特,rdfsyntaxnstype,角色
角色_艾娃·佛斯特,rdfsyntaxnstype,角色
角色_奥克耶,relation_来自,地点_瓦坎达
角色_奥克耶,rdfsyntaxnstype,角色
地点_瓦坎达,rdfsyntaxnstype,地点
角色_奥克耶,relation_去过,地点_瓦坎达
角色_奥克耶,rdfsyntaxnstype,角色
地点_瓦坎达,rdfsyntaxnstype,地点
角色_奥克耶,relation_属于,机构_皇家侍卫团
角色_奥克耶,rdfsyntaxnstype,角色
机构_皇家侍卫团,rdfsyntaxnstype,机构
角色_奥克耶,relation_从事,职业_皇家侍卫团的侍卫长
角色_奥克耶,rdfsyntaxnstype,角色
职业_皇家侍卫团的侍卫长,rdfsyntaxnstype,职业
演员_达娜·古瑞拉,relation_饰演,角色_奥克耶
演员_达娜·古瑞拉,rdfsyntaxnstype,演员
角色_奥克耶,rdfsyntaxnstype,角色
角色_奥克耶,relation_出现,作品_《黑豹》
角色_奥克耶,rdfsyntaxnstype,角色
作品_《黑豹》,rdfsyntaxnstype,作品
角色_奥创,relation_出现,作品_《复仇者》
角色_奥创,rdfsyntaxnstype,角色
作品_《复仇者》,rdfsyntaxnstype,作品
角色_奥创,relation_对抗,团队_复仇者联盟
角色_奥创,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_暗夜比邻星,relation_配偶,角色_掠鸦凶刃
角色_暗夜比邻星,rdfsyntaxnstype,角色
角色_掠鸦凶刃,rdfsyntaxnstype,角色
角色_暗夜比邻星,relation_从事,职业_格斗战士
角色_暗夜比邻星,rdfsyntaxnstype,角色
职业_格斗战士,rdfsyntaxnstype,职业
角色_暗夜比邻星,relation_属于,团队_黑暗教团
角色_暗夜比邻星,rdfsyntaxnstype,角色
团队_黑暗教团,rdfsyntaxnstype,团队
角色_萨诺斯,relation_收养,角色_暗夜比邻星
角色_萨诺斯,rdfsyntaxnstype,角色
角色_暗夜比邻星,rdfsyntaxnstype,角色
演员_凯莉·库恩,relation_饰演,角色_暗夜比邻星
演员_凯莉·库恩,rdfsyntaxnstype,演员
角色_暗夜比邻星,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_代号,称号_钢铁侠
角色_托尼·斯塔克,rdfsyntaxnstype,角色
称号_钢铁侠,rdfsyntaxnstype,称号
角色_霍华德·斯塔克,relation_配偶,角色_玛利亚·斯塔克
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
角色_玛利亚·斯塔克,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_后代,角色_霍华德·斯塔克
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_后代,角色_玛利亚·斯塔克
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_玛利亚·斯塔克,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_属于,机构_斯塔克工业
角色_托尼·斯塔克,rdfsyntaxnstype,角色
机构_斯塔克工业,rdfsyntaxnstype,机构
角色_托尼·斯塔克,relation_从事,职业_首席执行官
角色_托尼·斯塔克,rdfsyntaxnstype,角色
职业_首席执行官,rdfsyntaxnstype,职业
角色_托尼·斯塔克,relation_从事,职业_最大股东
角色_托尼·斯塔克,rdfsyntaxnstype,角色
职业_最大股东,rdfsyntaxnstype,职业
角色_霍华德·斯塔克,relation_属于,机构_斯塔克工业
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
机构_斯塔克工业,rdfsyntaxnstype,机构
角色_霍华德·斯塔克,relation_创立,机构_斯塔克工业
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
机构_斯塔克工业,rdfsyntaxnstype,机构
角色_霍华德·斯塔克,relation_从事,职业_首席执行官
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
职业_首席执行官,rdfsyntaxnstype,职业
角色_霍华德·斯塔克,relation_从事,职业_传奇投资商
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
职业_传奇投资商,rdfsyntaxnstype,职业
角色_霍华德·斯塔克,relation_从事,职业_武器大亨
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
职业_武器大亨,rdfsyntaxnstype,职业
角色_托尼·斯塔克,relation_朋友,角色_巴底亚·斯坦
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_巴底亚·斯坦,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_制造,装备_更加先进的武器、机器人、医疗技术
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_更加先进的武器、机器人、医疗技术,rdfsyntaxnstype,装备
角色_托尼·斯塔克,relation_去过,地点_瑞士
角色_托尼·斯塔克,rdfsyntaxnstype,角色
地点_瑞士,rdfsyntaxnstype,地点
角色_侯·殷森,relation_从事,职业_博士
角色_侯·殷森,rdfsyntaxnstype,角色
职业_博士,rdfsyntaxnstype,职业
角色_阿德里奇·基里安,relation_从事,职业_科学家
角色_阿德里奇·基里安,rdfsyntaxnstype,角色
职业_科学家,rdfsyntaxnstype,职业
角色_玛雅·汉森,relation_从事,职业_科学家
角色_玛雅·汉森,rdfsyntaxnstype,角色
职业_科学家,rdfsyntaxnstype,职业
角色_托尼·斯塔克,relation_朋友,角色_侯·殷森
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_侯·殷森,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_阿德里奇·基里安
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_阿德里奇·基里安,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_玛雅·汉森
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_玛雅·汉森,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_去过,地点_阿富汗
角色_托尼·斯塔克,rdfsyntaxnstype,角色
地点_阿富汗,rdfsyntaxnstype,地点
角色_托尼·斯塔克,relation_对抗,团队_恐怖组织
角色_托尼·斯塔克,rdfsyntaxnstype,角色
团队_恐怖组织,rdfsyntaxnstype,团队
角色_托尼·斯塔克,relation_对抗,团队_十戒帮
角色_托尼·斯塔克,rdfsyntaxnstype,角色
团队_十戒帮,rdfsyntaxnstype,团队
角色_托尼·斯塔克,relation_持有,装备_汽车电池驱动的电磁铁
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_汽车电池驱动的电磁铁,rdfsyntaxnstype,装备
角色_托尼·斯塔克,relation_制造,装备_微型方舟反应堆
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_微型方舟反应堆,rdfsyntaxnstype,装备
角色_托尼·斯塔克,relation_制造,装备_动力装甲
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_动力装甲,rdfsyntaxnstype,装备
角色_托尼·斯塔克,relation_持有,装备_微型方舟反应堆
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_微型方舟反应堆,rdfsyntaxnstype,装备
角色_托尼·斯塔克,relation_持有,装备_动力装甲
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_动力装甲,rdfsyntaxnstype,装备
角色_詹姆斯·罗德斯,relation_朋友,角色_托尼·斯塔克
角色_詹姆斯·罗德斯,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_詹姆斯·罗德斯,relation_从事,职业_美国空军联络官
角色_詹姆斯·罗德斯,rdfsyntaxnstype,角色
职业_美国空军联络官,rdfsyntaxnstype,职业
角色_托尼·斯塔克,relation_配偶,角色_佩珀·波兹
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_佩珀·波兹,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_持有,装备_马克II号
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_马克II号,rdfsyntaxnstype,装备
角色_托尼·斯塔克,relation_制造,装备_马克II号
